sentence,sentiment
[TGT] may move in 8000-8200 range,neutral
[TGT] to begin talks for bond refinancing: Source,neutral
5150-5300 the big base for [TGT] this year: IL&FS,neutral
5150-5300 the big base for Nifty this year: [TGT],neutral
7050 to 7080 cash level for [TGT]: Ashwani Gujral,neutral
Abhay Kumar Singh is new CEO of [TGT],neutral
[TGT] set to price IPO shares amid investor frenzy,neutral
"[TGT] prices IPO at Rs 1,050 per share",neutral
[TGT] appoints Saurabh Mukherjea as Head of Equities,neutral
Amit Akali calls it quits at [TGT],neutral
Anil Dua quits [TGT]; to pursue career abroad,neutral
Ansuman Das takes over as full-time CMD of [TGT],neutral
Arbitrageurs building positions in natural gas counter on [TGT],neutral
"Arcil to pick stake in [TGT], come on board",neutral
Arun Gupta appointed CMD of [TGT],neutral
Ashok Vidyasagar appointed as senior VP of [TGT],neutral
"[TGT] muted as China data, Wall St weighed",neutral
"Atanu Sen becomes new MD, CEO of [TGT]",neutral
[TGT] foreign shareholding crosses 49 per cent limit,neutral
[TGT] to see lot of traction: Mitesh Thacker,positive
[TGT] plans Rs 455 crore share buyback offer,neutral
[TGT] appoints Guenter Weber as regional president in India,neutral
[TGT] ask companies to comply with corporate governance norms,neutral
[TGT] hires four banks for US dollar bond offering,neutral
Brokerages have mixed views on [TGT] post Q4 results,neutral
Brokers seek reduction in option trading charges at [TGT],neutral
BSE and [TGT] announce trading holiday on April 24,neutral
[TGT] and NSE announce trading holiday on April 24,neutral
"[TGT] opens investor centres at Lucknow, Vadodara and Patna",neutral
[TGT] to foray into commodities trading with new platform,neutral
BSE to foray into [TGT] trading with new platform,neutral
[TGT] may be valued at $1bn in April IPO,neutral
[TGT] fairly priced at the current levels: Nitin Raheja,neutral
[TGT] housing finance subsidiary eyes IPO,neutral
[TGT] posts Rs 1.58 crore profit in Q3,neutral
[TGT] raise equity allocations as buy-in opportunities rise,neutral
[TGT] slaps restrictions on 7 securities and futures institutions,neutral
[TGT] almost unchanged after moving in narrow range,neutral
Choose [TGT] which have muliple products including insurance:Prateek Agarwal,neutral
[TGT] board appoints M Viswanathan as Company Secretary,neutral
[TGT] to raise Rs 100 crore through QIP,neutral
Create framework to fight cyber attacks on markets: [TGT],neutral
Dalit Entrepreneurs celebrate the launch of [TGT]'s Mumbai chapter,neutral
David Lau appointed GM of [TGT] in India,neutral
Did [TGT]'s Janet Yellen just enter currency wars?,neutral
[TGT] asked to give fund-requirement plans for interim relief,neutral
Do not see [TGT] testing 8000 levels: UR Bhat,neutral
Does [TGT] look attractive as SC lifts ban?,neutral
[TGT] steadies in Asian markets despite weak GDP data,neutral
[TGT] to approach Shipping Ministry for IPO approval,neutral
[TGT] appoints Premal Madhavji as Equities Head,neutral
[TGT] records Q4 profit at Rs 5.44 crore,neutral
Expect [TGT] to hover around 5950-6100 levels: Mitesh Thacker,neutral
Expect [TGT] to hover around 5950-6100 levels: Sandeep Wagle,neutral
"Expect [TGT] to trade in 7,700-7850 range: Mitesh Thacker",neutral
F&O Tracker: [TGT] likely to cap resistance at 6270,neutral
F&O: Next support of [TGT] seen around 5000 levels,neutral
[TGT] investors have a tough call to make,neutral
[TGT] Q3 net profit at Rs 9.99 crore,neutral
[TGT] December quarter profit at Rs 389.09 crore,neutral
[TGT] to issue Rs 100-crore debentures to promoters,neutral
"Get ready to test 8,650-8,700 on [TGT]: Sandeep Wagle",neutral
Global design pact: [TGT] to rope in NIFT students,neutral
"[TGT] steady near $1,160; US dollar, data in focus",neutral
"Gold steady near $1,160; [TGT], data in focus",neutral
Gopal Vittal to be managing director at [TGT],neutral
Government plans to curb [TGT] role in financial markets,neutral
Govt goes on hunt for a new [TGT] chief,neutral
Growth more promising in [TGT]: Deven Choksey,positive
Has [TGT] turned the corner? Some analysts think so,neutral
Have stock-specific view on [TGT] space: Hemindra Hazari,neutral
[TGT] Q3 Results: Five things to watch out for,neutral
[TGT] seeks to raise Rs 1000 crore via bonds,neutral
"Healing process continues, investors need to be patient: [TGT]",neutral
Heard on the street: Dabba trading on [TGT] radar,neutral
[TGT] to raise Rs 370-cr through NCDs,neutral
[TGT] to reward shareholders with 1:1 bonus issue,neutral
[TGT] appoints Sanjay Jorapur as Chief HR Officer,neutral
[TGT] looking at FPO to shore up capital base,neutral
[TGT] ex-MD Nikhil Vora fund gets first mega investor,neutral
"[TGT] to remain in 120-140 range, says Jagannadham Thunuguntla",neutral
[TGT] says oil supply boost may defer market tightening,neutral
Immediate support for [TGT] is placed at 55.10: Bonanza,negative
"Immediate target for [TGT] is 6230-6250: Sandeep Wagle, APTART",neutral
"Immediate target for Nifty is 6230-6250: Sandeep Wagle, [TGT]",neutral
[TGT] not trading at cheap valuations: Anish Damania,neutral
"[TGT] set to launch Rs 2,500-crore initial public offering",neutral
[TGT]' March guidance for next fiscal is very crucial,neutral
[TGT] Q4 results: Five things to watch out for,neutral
[TGT]'s Q4 net profit at Rs 6.13 crore,neutral
"Investors on sidelines ahead of US holiday, [TGT] meeting",neutral
"[TGT] investor roadshows in Singapore, Hong Kong this week",neutral
Is this a good time to purchase [TGT] jewellery?,neutral
"[TGT] will continue to deliver, says Dipan Mehta",positive
J P Chalasani joins [TGT] as Group CEO,neutral
"[TGT] rejig: Shareholders, creditors meet on May 16",neutral
[TGT] to list on SME platform of BSE,neutral
Jupiter Infomedia to list on SME platform of [TGT],neutral
Jyotivardhan Jaipuria leads exit of senior analysts at [TGT],neutral
K K Agarwal takes over as [TGT] Regional ED,neutral
Kartik Kaushik to lead [TGT]'s consumer banking division,neutral
Keki Mistry joins advisory board of [TGT],neutral
[TGT] CEO Prashant Mehta quits for personal reasons,neutral
[TGT] case: Factorial says will cooperate with Sebi,neutral
L&T Finance case: Factorial says will cooperate with [TGT],neutral
"[TGT] reverse trend, beat SMEs in Q3 results",positive
"Larger companies reverse trend, beat [TGT] in Q3 results",negative
Legal tussle forces [TGT] to re-think decision on self-regulation,neutral
Limited options in [TGT] to pick: Harendra Kumar,neutral
[TGT] gives guidance for debut US dollar bond,neutral
Look for levels around 6630-6640 on [TGT]: Ashwani Gujral,neutral
Maharashtra say no to [TGT] price hike,neutral
[TGT] plans IPO to raise Rs 500 crore,neutral
"March series may expire at 6,600-6,650: Vishal Kshatriya, [TGT]",neutral
Marginal revision in [TGT]'s target price expected: Pankaj Pandey,neutral
[TGT]s Vibha Paul Rishi decides to move on,neutral
[TGT] rejigs management; ropes in Deepak Mehrotra as CEO,neutral
[TGT] rides out Iraq conflict for now,neutral
Moderate earnings expected for [TGT] in Q3: Analysts,neutral
[TGT] posts profit of Rs 260 cr in Q3,neutral
[TGT] global indices may include Alibaba after investor queries,neutral
MSCI global indices may include [TGT] after investor queries,neutral
[TGT] IPO oversubscribed 1.22 times on day 2,neutral
"Munish Sharda appointed as [TGT] MD, CEO",neutral
[TGT] announces its first public issue of NCDs,neutral
"Nagesh Basavanhalli to head India business of [TGT], Chrysler",neutral
"Nagesh Basavanhalli to head India business of Fiat, [TGT]",neutral
Nasdaq to settle [TGT] IPO lawsuit for $26.5 million,neutral
[TGT] seeks permission to do futures trading in sugar,neutral
New rules on delivery instruction slips from October: [TGT],neutral
"[TGT] tax-free bond closes tomorrow, grab a share now",neutral
[TGT] likely to revisit 7450-7500 support levels: Mitesh Thacker,neutral
"[TGT] looks tightly range bound: Vineet Bhatnagar, MD, PhillipCapital",neutral
[TGT] may take a breather around 6715-6750 this week,neutral
[TGT] might retest earlier high of 7800: Mitesh Thacker,neutral
[TGT] to test 6900 levels; top five trading strategies,neutral
"[TGT] may not break 8,000 in hurry: Sandeep Wagle",neutral
Nikko reworks stake in [TGT] JV to 51%,neutral
[TGT] reworks stake in Ambit Group JV to 51%,neutral
[TGT] appoints Takayuki Ishida as new MD,neutral
Nita Ambani becomes first woman director on [TGT] board,neutral
[TGT] to launch select forward agri contracts this month,neutral
[TGT] offers RINL ex-CMD AP Choudhary full-time advisor post,neutral
NMDC offers [TGT] ex-CMD AP Choudhary full-time advisor post,neutral
[TGT] offers RINL's ex-CMD AP Choudhary full-time advisor's post,neutral
NMDC offers [TGT]'s ex-CMD AP Choudhary full-time advisor's post,neutral
Noel N Tata takes over as chairman of [TGT],neutral
Noel N Tata takes over as chairman of [TGT],neutral
"[TGT] neutral on YES Bank, target price at 380",neutral
"Nomura neutral on [TGT], target price at 380",neutral
[TGT]'s top five largecap picks in an uncertain market,neutral
[TGT] arm introduces acceptance of FDRs in electronic form,neutral
[TGT] expects 8-10 listings on institutional platform by March,neutral
[TGT] to launch trading in currency options on Friday,neutral
[TGT] ties up with Tanfed to procure vegetables online,neutral
NSEL ties up with [TGT] to procure vegetables online,neutral
[TGT] to rematerialise e-series contracts from April 12 onwards,neutral
"[TGT] tests systems, to brief investors before Alibaba debut",neutral
"NYSE tests systems, to brief investors before [TGT] debut",neutral
[TGT] is more sideways type stock: Ashwani Gujral,neutral
[TGT] to procure Rs 97-crore litre ethanol,neutral
[TGT] steady around $114 as Iraq exports in focus,neutral
P Padmanabhan takes charge as MD [TGT],neutral
P Padmanabhan takes charge as MD [TGT],neutral
[TGT] Q3 net profit at Rs 83 crore,neutral
"PE funds [TGT], IVFA eye stake in Dodsal Group",neutral
"PE funds Multiples, [TGT] eye stake in Dodsal Group",neutral
"PE funds Multiples, IVFA eye stake in [TGT]",neutral
"[TGT] appoints new CEOs for beverages, foods businesses",neutral
Philippe Divry appointed as the MD of [TGT],neutral
"[TGT] is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",neutral
[TGT] Q3 net profit at Rs 249 crore,neutral
Ponzi schemes: [TGT] seeks quarterly meetings of state panels,neutral
Pre-market: [TGT] seen opening flat; mat retest 8100 levels,neutral
"Pre-market: [TGT] seen opening flat; may reclaim 7,550 levels",neutral
"Pre-market: [TGT] seen opening flat; may reclaim 7,800 levels",neutral
Pricing power is the key in [TGT]: Prateek Agarwal,neutral
[TGT] Q1 net profit at Rs 13.24 crore,neutral
Private sector is more promising than [TGT],neutral
[TGT] seeks shareholder nod to pay 22% dividend,neutral
Pyramid Saimira case: [TGT] completes probe against five entities,neutral
R K Tewari takes charge as new [TGT] Chairman,neutral
Rajiv Sawhney puts in papers as [TGT] CEO,neutral
[TGT] ensures resumptions of RTGS functions in bond trading,neutral
[TGT] is helping govt gold monetisation scheme take off,neutral
Recommend wait and watch for [TGT]: Deven Choksey,neutral
Recommend wait and watch for [TGT]: Deepak Shenoy,neutral
Re-emergence of equity investors in 2014: [TGT],neutral
[TGT] continue to do reasonably fine: Amisha Vora,neutral
[TGT] may post a flat performance for Q1,neutral
[TGT] will participate in a bigger way: Kunj Bansal,neutral
"[TGT] appoints head of institutional equities, India",neutral
Revise [TGT] target to Rs 1152: Kotak,neutral
[TGT] set to smoke out olive oil,positive
Rice bran oil set to smoke out [TGT],negative
[TGT] IPO will depend on market conditions: Steel Secretary,neutral
[TGT] appoints Mukesh Malhotra as new group head,neutral
[TGT] ends flat; Reserve Bank of India intervention seen,neutral
Rupee ends flat; [TGT] intervention seen,neutral
"[TGT] snaps two-day fall as exporters, corporates sell dollars",positive
[TGT] will probably stabilised around 61-62 levels: Sudip Bandyopadhyay,neutral
[TGT] lists at Rs 88 on the NSE,neutral
Santosh B Nayar new CEO & MD of [TGT],neutral
Santosh Nayar to be MD and CEO of [TGT],neutral
SAT to hear [TGT] case on September 29,neutral
Satisfactory PAT nos from [TGT] majors: Networth Stock Broking,neutral
Satisfactory PAT nos from FMCG majors: [TGT],neutral
[TGT] appoints Milind Pingle as Managing Director,neutral
Scenario for [TGT] is range bound: Sanjeev Agarwal,neutral
[TGT] announces new corporate governance norms; mutual fund policy,neutral
[TGT] board approves sharing KYC details with financial regulators,neutral
[TGT] clears amalgamation of Aarti Industries & promoter firms,neutral
[TGT] collates KYC details of nearly two crore investors,neutral
[TGT] enhances vigil for money laundering through stock market,neutral
[TGT] mulls YieldCo listing norms in renewable funding push,neutral
Sebi mulls [TGT] listing norms in renewable funding push,neutral
[TGT] notifies rules for using IPEF for refunding investors,neutral
[TGT] orders attachment of demat a/c of MPS Greenery,neutral
"[TGT] orders attachment of demat, bank accounts of defaulter",neutral
"[TGT] proposes including family trusts, NBFCs in QIB segment",neutral
"[TGT] proposes new title of ""vice-chairpersons"" for its members",neutral
"[TGT] to fix strict enforcement timelines, focus on refund",neutral
[TGT] to meet rating companies today for reality check,neutral
[TGT] to revisit policy on proprietary trading by brokers,neutral
[TGT] to soon notify norms to regulate research analysts,neutral
[TGT] to study global systems to catch manipulators early,neutral
[TGT] to tap social media for investor awareness campaigns,neutral
"[TGT] wants young, high-earning worker pension money in MFs",neutral
Sectors that are likely to outperform in [TGT],neutral
Selection panel for [TGT] chief reset; PMO nominee included,neutral
[TGT] appoints Gunjan Srivastava as MD for India operations,neutral
"[TGT] may touch 22,000 level before general elections: Experts",neutral
"[TGT] rangebound, retests 28000; top ten stocks in focus",neutral
"[TGT] rangebound, trades below 26000; top 20 trading ideas",neutral
[TGT] takes a breather; top ten stocks in focus,neutral
Sentimental impact [TGT] pricing is inevitable: P Phani Sekhar,neutral
[TGT] receives SEBI approval for its IPO,neutral
Servalakshmi Paper Ltd receives [TGT] approval for its IPO,neutral
[TGT] revises BASF India price target to Rs 586,neutral
Sharekhan revises [TGT] price target to Rs 586,neutral
"[TGT] to be listed in 2014, says Gateway Distriparks",neutral
"Snowman to be listed in 2014, says [TGT]",neutral
Soaring [TGT] prices may become India Inc's latest bugbear,neutral
Soaring milk prices may become [TGT]'s latest bugbear,neutral
Spice exporters eye Vietnam for a steady [TGT] supply,neutral
[TGT] eye Vietnam for a steady pepper supply,neutral
"[TGT] is moving sideways: Ashwani Gujral, Market Strategist",negative
[TGT] lure PFs with high-return bond issues,neutral
Stick to regional players in [TGT]: Jagdish Malkani,neutral
